experiment_key,samples,median_step_seconds,maximum_gap_seconds,active_maximum_gap_seconds,active_duration_seconds,detected_cycles,long_phase_sample_fraction,short_phase_sample_fraction
2024-07-11_02,3246.0,0.20000004768371582,41.860000133514404,0.21000003814697266,598.0,100.0,0.7174857907054497,0.21631561350718823
2024-07-11_03,3195.0,0.20000004768371582,41.52999997138977,0.20000004768371582,602.0,100.0,0.7150448356027898,0.21919628030554633
2024-07-11_04,3247.0,0.20000004768371582,41.75,0.20000004768371582,598.0,100.0,0.7181544633901705,0.21598127716482782
2024-07-11_05,3195.0,0.20000004768371582,41.579999923706055,0.20000004768371582,602.2000000476837,100.0,0.7151394422310757,0.21879150066401062
2024-07-11_06,3247.0,0.20000004768371582,41.420000076293945,0.20000004768371582,598.0,100.0,0.7178201270478101,0.21598127716482782
2024-07-11_07,3299.0,0.20000004768371582,41.60000014305115,0.20000004768371582,595.0,99.0,0.7167338709677419,0.21673387096774194
2024-07-11_08,3299.0,0.20000004768371582,41.37000012397766,0.20000004768371582,595.0,99.0,0.7167338709677419,0.21740591397849462
2024-07-11_09,3351.0,0.20000004768371582,41.670000076293945,0.21000003814697266,592.0,99.0,0.7176629517055049,0.21580547112462006
2024-07-11_10,3194.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,602.0,100.0,0.7153769511790103,0.21853204915310528
2024-07-19_01,3196.0,0.20000004768371582,41.30999994277954,0.20000004768371582,602.2000000476837,100.0,0.7148074369189907,0.21912350597609562
2024-07-19_02,3351.0,0.20000004768371582,41.730000019073486,0.20000004768371582,591.8000001907349,99.0,0.7175675675675676,0.21587837837837837
2024-07-19_03,3247.0,0.20000004768371582,41.42999982833862,0.20000004768371582,598.0,100.0,0.7178201270478101,0.21598127716482782
2024-07-19_04,3299.0,0.20000004768371582,41.389999866485596,0.20000004768371582,595.0,99.0,0.7163978494623656,0.21673387096774194
2024-07-19_05,3246.0,0.20000004768371582,41.609999895095825,0.20000004768371582,597.8000001907349,100.0,0.7177257525083612,0.21638795986622072
2024-07-19_06,3247.0,0.20000004768371582,41.72000002861023,0.20000004768371582,598.0,100.0,0.7171514543630892,0.21664994984954863
2024-07-19_07,3246.0,0.20000004768371582,41.65000009536743,0.20000004768371582,598.0,100.0,0.7178201270478101,0.2156469408224674
2024-07-19_08,3247.0,0.20000004768371582,41.71000003814697,0.21000003814697266,598.0,100.0,0.7181544633901705,0.21631561350718823
2024-07-19_09,3195.0,0.20000004768371582,41.359999895095825,0.20000004768371582,602.2000000476837,100.0,0.7148074369189907,0.21912350597609562
2024-07-19_10,3245.0,0.20000004768371582,0.20000004768371582,0.20000004768371582,598.0,100.0,0.7178201270478101,0.2156469408224674
2024-08-01_01,3299.0,0.20000004768371582,41.61999988555908,0.20000004768371582,595.0,99.0,0.7167338709677419,0.21673387096774194
2024-08-01_02,3246.0,0.20000004768371582,41.88000011444092,0.20000004768371582,597.7999999523163,100.0,0.717391304347826,0.21638795986622072
2024-08-01_03,3247.0,0.20000004768371582,41.420000076293945,0.20000004768371582,598.0,100.0,0.7178201270478101,0.215312604480107
2024-08-01_04,3247.0,0.20000004768371582,41.49000000953674,0.20000004768371582,598.0,100.0,0.7178201270478101,0.2156469408224674
2024-08-01_05,3246.0,0.20000004768371582,41.109999895095825,0.20000004768371582,598.0,100.0,0.7181544633901705,0.21598127716482782
