experiment_key,lot_number,family,stage,mae,rmse,mean_shift_absolute_error,residual_profile_mae,residual_profile_rmse
2024-08-21_07,9,ridge,mean_shift,0.044310220116307385,0.06796652796654737,0.003091351104684412,0.0436448603290838,0.0678961889370459
2024-08-21_07,9,ridge,full_map,0.056535383241923094,0.07975963000909407,0.003091351104695749,0.05661387812061539,0.07969969967029408
2024-08-21_08,9,ridge,template,0.22916937827715392,0.23715003216951636,0.22916937827715392,0.04612374195177422,0.06100437540099377
2024-08-21_08,9,ridge,mean_shift,0.12485519954887815,0.1340756697438142,0.11939326362566258,0.04612374195177422,0.06100437540099377
2024-08-21_08,9,ridge,full_map,0.11939326362567398,0.1386646260857668,0.11939326362567398,0.034064129754634444,0.07052040221323065
2024-08-21_10,9,ridge,template,0.31576713108614285,0.3252562902838913,0.31576713108614285,0.05254481370197403,0.07799213610913354
2024-08-21_10,9,ridge,mean_shift,0.09829069762216391,0.11328223320452176,0.08215893782746975,0.05254481370197403,0.07799213610913354
2024-08-21_10,9,ridge,full_map,0.08970203318876992,0.13519521081510197,0.08215893782748092,0.03297738650184548,0.10736691279160439
2024-08-21_01,9,pls,template,0.6324396104868909,0.6768461842950038,0.6324396104868909,0.18951453604342888,0.24112423412402129
2024-08-21_01,9,pls,mean_shift,0.17383050742430878,0.25683592318720194,0.08845221963029798,0.18951453604342888,0.24112423412402129
2024-08-21_01,9,pls,full_map,0.10519989585039964,0.14351145588658817,0.08845221963031068,0.06771028648316606,0.11301213568975424
2024-08-21_02,9,pls,template,0.7195351161048685,0.7493536588881702,0.7195351161048685,0.1728561262466848,0.2092847886996125
2024-08-21_02,9,pls,mean_shift,0.16957187523945533,0.2096731988458445,0.012756470248764038,0.1728561262466848,0.2092847886996125
2024-08-21_02,9,pls,full_map,0.10246076635591718,0.13552875135374914,0.012756470248776092,0.10581699154193111,0.1349270725625456
2024-08-21_03,9,pls,template,0.5431665767790258,0.5628660935512216,0.5431665767790258,0.12199377654336402,0.14760863504472635
2024-08-21_03,9,pls,mean_shift,0.11715938759708558,0.16858672234086686,0.08144429881746985,0.12199377654336402,0.14760863504472635
2024-08-21_03,9,pls,full_map,0.10237858948176039,0.14889472318884528,0.08144429881748126,0.10210280567388595,0.12464535604510776
2024-08-21_04,9,pls,template,0.32694410486891323,0.3409945337694194,0.32694410486891323,0.07699602474434865,0.09687530310708102
2024-08-21_04,9,pls,mean_shift,0.11768488834098753,0.15242885978685114,0.11768488834098753,0.07699602474435033,0.09687530310708102
2024-08-21_04,9,pls,full_map,0.11897486650328683,0.16890334317193428,0.1176848883409991,0.09740150846483686,0.12115529864938954
2024-08-21_05,9,pls,template,0.12395983520599221,0.13662948163421912,0.12395983520599221,0.04238029440727076,0.057459329158446246
2024-08-21_05,9,pls,mean_shift,0.1678825698096397,0.1774433198326362,0.1678825698096397,0.04238029440727227,0.057459329158446246
2024-08-21_05,9,pls,full_map,0.16788256980965088,0.20690799125782824,0.16788256980965088,0.09240851868067915,0.12093948734990251
2024-08-21_06,9,pls,template,0.30832218726591815,0.3110020682553841,0.30832218726591815,0.02689793039599656,0.04073960356565428
2024-08-21_06,9,pls,mean_shift,0.025573221482731244,0.042127048606799916,0.010722542871586539,0.02689793039599656,0.04073960356565428
2024-08-21_06,9,pls,full_map,0.08087590089100305,0.10948528854249355,0.010722542871575362,0.07771166966522905,0.10895896237391535
2024-08-21_07,9,pls,template,0.14823812734082445,0.16051181064023518,0.14544465917603053,0.043644860329084836,0.0678961889370459
2024-08-21_07,9,pls,mean_shift,0.04656657471496629,0.07186952398188522,0.02356556821313125,0.0436448603290838,0.0678961889370459
2024-08-21_07,9,pls,full_map,0.08474406484272849,0.1173696135934217,0.023565568213119996,0.07743037614515075,0.11497952074113854
2024-08-21_08,9,pls,template,0.22916937827715392,0.23715003216951636,0.22916937827715392,0.04612374195177422,0.06100437540099377
2024-08-21_08,9,pls,mean_shift,0.11299366268845737,0.12202650292385189,0.10568317556621518,0.04612374195177238,0.06100437540099376
2024-08-21_08,9,pls,full_map,0.10568317556622635,0.13572833618737684,0.10568317556622635,0.05453720962102469,0.0851660005309147
2024-08-21_10,9,pls,template,0.31576713108614285,0.3252562902838913,0.31576713108614285,0.05254481370197403,0.07799213610913354
2024-08-21_10,9,pls,mean_shift,0.08075608021295977,0.09743591615537008,0.05840363398086368,0.05254481370197403,0.07799213610913354
2024-08-21_10,9,pls,full_map,0.0672648682044296,0.12085127697785059,0.05840363398087454,0.06377545231745187,0.10580192193436375
2024-08-21_01,9,gpr,template,0.6324396104868909,0.6768461842950038,0.6324396104868909,0.18951453604342888,0.24112423412402129
2024-08-21_01,9,gpr,mean_shift,0.19164855950554946,0.2939227730516016,0.16807647139456333,0.18951453604342888,0.24112423412402129
2024-08-21_01,9,gpr,full_map,0.17033880262095644,0.20960826318871228,0.16807647139457554,0.09195129115543227,0.1252434579550441
2024-08-21_02,9,gpr,template,0.7195351161048685,0.7493536588881702,0.7195351161048685,0.1728561262466848,0.2092847886996125
2024-08-21_02,9,gpr,mean_shift,0.16826047244062206,0.2461269905651899,0.12953135799348214,0.1728561262466848,0.2092847886996125
2024-08-21_02,9,gpr,full_map,0.13046219672196138,0.18275949884050754,0.12953135799349452,0.1028298421710949,0.12892890177456193
2024-08-21_03,9,gpr,template,0.5431665767790258,0.5628660935512216,0.5431665767790258,0.12199377654336402,0.14760863504472635
2024-08-21_03,9,gpr,mean_shift,0.15042767133702842,0.2099995756268115,0.14937038737204145,0.12199377654336402,0.14760863504472635
2024-08-21_03,9,gpr,full_map,0.1493703873720539,0.17284242620519547,0.1493703873720539,0.05266210441208011,0.08696546252864411
2024-08-21_04,9,gpr,template,0.32694410486891323,0.3409945337694194,0.32694410486891323,0.07699602474434865,0.09687530310708102
2024-08-21_04,9,gpr,mean_shift,0.09444455497202581,0.10669696933300418,0.04471486232517344,0.07699602474434865,0.09687530310708102
2024-08-21_04,9,gpr,full_map,0.061327674161799975,0.07415674939390683,0.04471486232516154,0.04043363704107581,0.05915914610533649
2024-08-21_05,9,gpr,template,0.12395983520599221,0.13662948163421912,0.12395983520599221,0.04238029440727076,0.057459329158446246
2024-08-21_05,9,gpr,mean_shift,0.3129621204905512,0.3181931227561038,0.3129621204905512,0.04238029440727227,0.057459329158446246
2024-08-21_05,9,gpr,full_map,0.3132566324650887,0.3307649209598154,0.3129621204905626,0.08106637527565261,0.10705206245375898
2024-08-21_06,9,gpr,template,0.30832218726591815,0.3110020682553841,0.30832218726591815,0.02689793039599656,0.04073960356565428
2024-08-21_06,9,gpr,mean_shift,0.08190076760352687,0.08938162880614973,0.07955727665872973,0.026897930395994085,0.04073960356565428
2024-08-21_06,9,gpr,full_map,0.08009911467059004,0.10337781317690829,0.07955727665874067,0.052517049837072005,0.06601221089983542
2024-08-21_07,9,gpr,template,0.14823812734082445,0.16051181064023518,0.14544465917603053,0.043644860329084836,0.0678961889370459
2024-08-21_07,9,gpr,mean_shift,0.21604838810833354,0.22558287548522096,0.2151226190803879,0.0436448603290838,0.0678961889370459
2024-08-21_07,9,gpr,full_map,0.21512261908039915,0.22670915621233534,0.21512261908039915,0.05260251435596458,0.07154928560438989
2024-08-21_08,9,gpr,template,0.22916937827715392,0.23715003216951636,0.22916937827715392,0.04612374195177422,0.06100437540099377
2024-08-21_08,9,gpr,mean_shift,0.07026843597750647,0.07861646545254174,0.04958845452507384,0.04612374195177422,0.06100437540099377
2024-08-21_08,9,gpr,full_map,0.05791237857007391,0.0672979927883289,0.04958845452508494,0.03184300105595543,0.04549730773520068
2024-08-21_10,9,gpr,template,0.31576713108614285,0.3252562902838913,0.31576713108614285,0.05254481370197403,0.07799213610913354
2024-08-21_10,9,gpr,mean_shift,0.062211379302059756,0.08240947288319873,0.02661856356043757,0.05254481370197571,0.07799213610913354
2024-08-21_10,9,gpr,full_map,0.04249718544976948,0.07132258496772523,0.026618563560448984,0.02917277825442367,0.06616920129831341
2024-08-22_01,10,ridge,template,0.6603481407169597,0.6874112756841013,0.6603481407169597,0.14431514960232097,0.19098323222026067
2024-08-22_01,10,ridge,mean_shift,0.137052766120334,0.2229294602285599,0.11499108334344475,0.14431514960232344,0.19098323222026065
2024-08-22_01,10,ridge,full_map,0.1149910833434497,0.14657321367561763,0.1149910833434497,0.06166780234986822,0.09088871062292646
2024-08-22_02,10,ridge,template,0.33524476993044294,0.3611797435178023,0.33524476993044294,0.1046172813677915,0.13439401534990258
2024-08-22_02,10,ridge,mean_shift,0.10453927715272335,0.15452668912558762,0.07626759659413783,0.10461728136779333,0.13439401534990258
2024-08-22_02,10,ridge,full_map,0.0913751260960697,0.14885399444827932,0.0762675965941423,0.08170704107918449,0.12783100317591792
2024-08-22_03,10,ridge,template,0.4801357811663978,0.4907598569454464,0.4801357811663978,0.08037905387126323,0.10156214271493096
2024-08-22_03,10,ridge,mean_shift,0.12927711148016546,0.16440024448127544,0.12927711148016546,0.08037905387126323,0.10156214271493096
2024-08-22_03,10,ridge,full_map,0.12927711148016985,0.14717464908255015,0.12927711148016985,0.05225108807100546,0.07034064102576489
2024-08-22_04,10,ridge,template,0.2650672418405558,0.27663685468394544,0.25205375869448815,0.05919085282642396,0.11400373720807179
2024-08-22_04,10,ridge,mean_shift,0.1681655204936814,0.19021500906506414,0.15226587791168228,0.05919085282642396,0.11400373720807179
2024-08-22_04,10,ridge,full_map,0.1676798167407613,0.18969124890877673,0.15226587791168683,0.06008195973737261,0.11312768156536564
2024-08-22_01,10,pls,template,0.6603481407169597,0.6874112756841013,0.6603481407169597,0.14431514960232097,0.19098323222026067
2024-08-22_01,10,pls,mean_shift,0.13164674306575044,0.19850607197446082,0.05413008055999744,0.14431514960232097,0.19098323222026067
2024-08-22_01,10,pls,full_map,0.07326822702214646,0.11411838766212068,0.054130080560002555,0.061207453109247384,0.10046362914592373
2024-08-22_02,10,pls,template,0.33524476993044294,0.3611797435178023,0.33524476993044294,0.1046172813677915,0.13439401534990258
2024-08-22_02,10,pls,mean_shift,0.09997703458701986,0.14132392598087162,0.043711562460944195,0.1046172813677915,0.13439401534990258
2024-08-22_02,10,pls,full_map,0.07827819067036573,0.11549000341672153,0.04371156246094842,0.0791611617417345,0.1068982703153655
2024-08-22_03,10,pls,template,0.4801357811663978,0.4907598569454464,0.4801357811663978,0.08037905387126323,0.10156214271493096
2024-08-22_03,10,pls,mean_shift,0.09057995915167107,0.13154609886183613,0.08360327321893539,0.08037905387126323,0.10156214271493096
2024-08-22_03,10,pls,full_map,0.08360327321893994,0.10496805229659031,0.08360327321893994,0.04636202175572555,0.06347270838729824
2024-08-22_04,10,pls,template,0.2650672418405558,0.27663685468394544,0.25205375869448815,0.05919085282642396,0.11400373720807179
2024-08-22_04,10,pls,mean_shift,0.17093840880859584,0.19254700678566605,0.15516925508847507,0.059190852826424036,0.11400373720807179
2024-08-22_04,10,pls,full_map,0.17034188150394924,0.1928331750517666,0.15516925508847915,0.06110896816828647,0.1144863995234008
2024-08-22_01,10,gpr,template,0.6603481407169597,0.6874112756841013,0.6603481407169597,0.14431514960232097,0.19098323222026067
2024-08-22_01,10,gpr,mean_shift,0.13251201782817534,0.19552095481132994,0.04187897779359138,0.14431514960232344,0.19098323222026065
2024-08-22_01,10,gpr,full_map,0.12304843923398004,0.18404630889088908,0.041878977793595853,0.13412970256910475,0.17921828878583812
2024-08-22_02,10,gpr,template,0.33524476993044294,0.3611797435178023,0.33524476993044294,0.1046172813677915,0.13439401534990258
2024-08-22_02,10,gpr,mean_shift,0.11026413579739656,0.1626314167756275,0.09158180147047777,0.10461728136779333,0.13439401534990258
2024-08-22_02,10,gpr,full_map,0.16231197328756036,0.8631776769245191,0.09158180147048112,0.19205080214839862,0.8583055840318357
2024-08-22_03,10,gpr,template,0.4801357811663978,0.4907598569454464,0.4801357811663978,0.08037905387126323,0.10156214271493096
2024-08-22_03,10,gpr,mean_shift,0.0890518586202137,0.1299232245463953,0.08102577024431827,0.08037905387126475,0.10156214271493096
2024-08-22_03,10,gpr,full_map,0.08742344873598723,0.09617651517442044,0.08102577024432346,0.039003049045032274,0.05181454069476668
2024-08-22_04,10,gpr,template,0.2650672418405558,0.27663685468394544,0.25205375869448815,0.05919085282642396,0.11400373720807179
2024-08-22_04,10,gpr,mean_shift,0.21359803958255394,0.22969055928665558,0.19940135638457818,0.05919085282642396,0.11400373720807179
2024-08-22_04,10,gpr,full_map,0.21532287539467057,0.23080822372158605,0.19940135638458256,0.06031476026950991,0.11623912942508818
